470, 5, 16, 9
468, 8, 15, 9
474, 5, 9, 12
460, 12, 7, 21
474, 6, 4, 16
463, 9, 8, 20
465, 14, 4, 17
459, 16, 8, 17
461, 19, 1, 19
450, 23, 5, 22
456, 19, 6, 19
456, 18, 8, 18
460, 18, 7, 15
443, 26, 11, 20
469, 16, 3, 12
452, 18, 11, 19
454, 19, 5, 22
459, 13, 8, 20
475, 7, 1, 17
464, 12, 5, 19
465, 16, 1, 18
463, 14, 10, 13
453, 15, 10, 22
463, 11, 8, 18
452, 18, 1, 29
459, 12, 10, 19
458, 14, 5, 23
448, 25, 7, 20
450, 24, 8, 18
466, 9, 6, 19
463, 17, 2, 18
449, 19, 12, 20
455, 24, 6, 15
439, 33, 6, 22
454, 13, 8, 25
460, 15, 4, 21
447, 26, 6, 21
464, 11, 3, 22
458, 21, 5, 16
447, 28, 5, 20
460, 20, 5, 15
465, 16, 4, 15
457, 20, 4, 19
460, 18, 10, 12
466, 4, 9, 21
451, 17, 10, 22
453, 17, 8, 22
466, 10, 3, 21
459, 15, 5, 21
457, 14, 7, 22
447, 26, 7, 20
464, 17, 3, 16
458, 16, 8, 18
460, 18, 2, 20
454, 24, 2, 20
456, 11, 5, 28
457, 13, 13, 17
470, 15, 10, 5
457, 20, 7, 16
461, 11, 8, 20
446, 23, 6, 25
460, 17, 4, 19
468, 13, 6, 13
473, 9, 4, 14
460, 17, 9, 14
457, 23, 4, 16
468, 8, 5, 19
458, 15, 9, 18
467, 11, 2, 20
461, 16, 5, 18
461, 19, 6, 14
472, 12, 6, 10
459, 22, 8, 11
452, 24, 6, 18
457, 16, 8, 19
453, 23, 7, 17
467, 15, 7, 11
457, 22, 4, 17
461, 18, 4, 17
452, 16, 11, 21
453, 23, 6, 18
459, 11, 4, 26
458, 21, 7, 14
456, 13, 7, 24
464, 13, 8, 15
445, 17, 10, 28
463, 19, 4, 14
454, 18, 9, 19
461, 19, 7, 13
454, 12, 8, 26
452, 20, 9, 19
452, 21, 5, 22
467, 19, 3, 11
452, 12, 5, 31
435, 38, 4, 23
469, 14, 5, 12
452, 24, 11, 13
457, 15, 7, 21
452, 25, 9, 14
185, 293, 14, 8
468, 7, 22, 3
464, 12, 18, 6
466, 9, 13, 12
466, 10, 14, 10
456, 14, 20, 10
464, 12, 16, 8
456, 25, 5, 14
456, 18, 9, 17
465, 7, 15, 13
453, 18, 12, 17
451, 22, 10, 17
451, 17, 7, 25
463, 20, 8, 9
460, 18, 12, 10
441, 29, 12, 18
457, 19, 7, 17
455, 17, 10, 18
439, 33, 6, 22
436, 33, 14, 17
444, 24, 9, 23
441, 33, 11, 15
457, 15, 16, 12
440, 33, 11, 16
438, 30, 11, 21
445, 34, 6, 15
446, 21, 13, 20
457, 25, 9, 9
458, 22, 6, 14
459, 26, 6, 9
454, 24, 13, 9
450, 23, 8, 19
462, 14, 12, 12
452, 29, 8, 11
450, 24, 10, 16
443, 31, 13, 13
458, 21, 8, 13
449, 19, 13, 19
452, 30, 7, 11
446, 27, 11, 16
445, 25, 10, 20
441, 30, 10, 19
461, 15, 13, 11
453, 25, 8, 14
449, 22, 12, 17
451, 27, 12, 10
445, 30, 9, 16
457, 23, 9, 11
458, 22, 6, 14
453, 24, 11, 12
439, 27, 17, 17
447, 26, 13, 14
445, 23, 16, 16
451, 22, 10, 17
444, 20, 13, 23
446, 23, 7, 24
453, 29, 8, 10
443, 22, 14, 21
453, 28, 6, 13
455, 20, 12, 13
441, 27, 14, 18
449, 32, 6, 13
453, 23, 10, 14
441, 28, 12, 19
440, 30, 14, 16
445, 26, 7, 22
449, 28, 5, 18
463, 11, 11, 15
454, 23, 13, 10
459, 19, 6, 16
440, 32, 16, 12
448, 19, 14, 19
463, 25, 2, 10
455, 21, 7, 17
450, 26, 7, 17
447, 28, 8, 17
439, 29, 15, 17
457, 17, 14, 12
456, 19, 8, 17
447, 29, 9, 15
465, 13, 4, 18
462, 13, 11, 14
450, 23, 15, 12
456, 28, 6, 10
458, 19, 8, 15
452, 17, 15, 16
445, 28, 13, 14
462, 16, 8, 14
440, 32, 9, 19
442, 31, 9, 18
450, 20, 9, 21
456, 25, 11, 8
458, 22, 10, 10
440, 31, 14, 15
455, 18, 8, 19
466, 17, 6, 11
460, 20, 8, 12
456, 21, 7, 16
465, 19, 6, 10
456, 15, 15, 14
